Cliff Richard,Even If It Breaks My Heart,1998,,,,,,,,,,,,
Cliff Richard,Fall In Love With You,2008,,,,,,,,,,,,
Cliff Richard,Fallin In Luv,1979,,,,,,,,,,,,
Cliff Richard,Flying Machine,8/12/02,,,,,,,,,,,,
Cliff Richard,Forever You Will Be Mine,1989,,,,,,,,,,,,
Cliff Richard,Front Page,2002,,,,,,,,,,,,
Cliff Richard,Gee Whizz It's You,1990,,,,,,,,,,,,
Cliff Richard,"Girl, You'll Be A Woman Soon",3/12/07,,,,,,,,,,,,
Cliff Richard,Give A Little Bit More,2002,,,,,,,,,,,,
Cliff Richard,"Gut, Dass Es Freunde Gibt",3/1/91,,,,,,,,,,,,
Cliff Richard,Gypsy Bundle,12/2/96,,,,,,,,,,,,
Cliff Richard,Had To Be,12/2/96,,,,,,,,,,,,
Cliff Richard,Handle My Heart With Love,1993,,,,,,,,,,,,
Cliff Richard,Healing Love,8/12/02,,,,,,,,,,,,
Cliff Richard,Help It Along,3/12/07,,,,,,,,,,,,
Cliff Richard,I Do Not Love You Isabella,12/2/96,,,,,,,,,,,,
Cliff Richard,I Still Believe In You,8/12/02,,,,,,,,,,,,
Cliff Richard,I Wish You'd Change Your Mind,2001,,,,,,,,,,,,
Cliff Richard,I'll Love You Forever Today,1968,,,,,,,,,,,,
Cliff Richard,It'll Be Me Babe,1990,,,,,,,,,,,,
Cliff Richard,It's In Every One Of Us,8/12/02,,,,,,,,,,,,
Cliff Richard,Love Stealer,2002,,,,,,,,,,,,
Cliff Richard,Lovers And Friends,1986,,,,,,,,,,,,
Cliff Richard,Love's Salvation,1993,,,,,,,,,,,,
Cliff Richard,Lucky Lips,1963,,,,,,,,,,,,
Cliff Richard,Millenium Prayer,2004,,,,,,,,,,,,
Cliff Richard,Miss You Nights,1989,,,,,,,,,,,,
Cliff Richard,Mistletoe And Wine,1992,,,,,,,,,,,,
Cliff Richard,"Now You See Me, Now You Don't",2002,,,,,,,,,,,,
Cliff Richard,"Oh No, Don't Let Go",1981,,,,,,,,,,,,
Cliff Richard,Only Angel,1993,,,,,,,,,,,,
Coldplay,Bigger Stronger,2001,,,,,,,,,,,,
Coldplay,Every Teardrop Is A Waterfall,2011,,,,,,,,,,,,
Coldplay,Fix You,2008,,,,,,,,,,,,
Coldplay,Glass Of Water,2014,,,,,,,,,,,,
Coldplay,God Put A Smile Upon Your Face,11/19/12,,,,,,,,,,,,
Coldplay,How You See The World,6/1/05,,,,,,,,,,,,
Coldplay,Life In Technicolor II,2015-12,,,,,,,,,,,,
Coldplay,Lovers In Japan,2009,,,,,,,,,,,,
Coldplay,Major Minus,6/27/11,,,,,,,,,,,,
Coldplay,Miracles,12/4/15,,,,,,,,,,,,
Coldplay,M.M.I.X.,10/24/11,,,,,,,,,,,,
Coldplay,Now My Feet Won't Touch The Ground,11/24/08,,,,,,,,,,,,
Coldplay,Oceans,10/24/14,,,,,,,,,,,,
Coldplay,Ode To Deodorant,1998,,,,,,,,,,,,
Coldplay,Shiver,2/27/08,,,,,,,,,,,,
Coldplay,Sleeping Sun,2015,,,,,,,,,,,,
Coldplay,Speed Of Sound,2014,,,,,,,,,,,,
Coldplay,Spies,2001,,,,,,,,,,,,
Coldplay,Square One,2005,,,,,,,,,,,,
Coldplay,Swallowed In The Sea,12/2/05,,,,,,,,,,,,
Coldplay,The World Turned Upside Down,2005,,,,,,,,,,,,
Coldplay,Things I Don't Understand,2015-12,,,,,,,,,,,,
Coldplay,Twisted Logic,9/9/10,,,,,,,,,,,,
Coldplay,Up With The Birds,11/19/12,,,,,,,,,,,,
Coldplay,Us Against The World,11/19/12,,,,,,,,,,,,
Coldplay,Viva La Vida,2009,,,,,,,,,,,,
Cole Porter,Anything Goes,11/22/04,,,,,,,,,,,,
Cole Porter,I Hate Men,11/19/96,,,,,,,,,,,,
Cole Porter,Paris Loves Lovers,1955,,,,,,,,,,,,
Cole Porter,So In Love,1996,,,,,,,,,,,,
Cole Porter,Where Is The Life That Late I Led?,6/17/03,,,,,,,,,,,,
Conway Twitty,A Bridge That Just Won't Burn,9/27/94,,,,,,,,,,,,
Conway Twitty,A Little Of You,1990,,,,,,,,,,,,
Conway Twitty,Ages And Ages Ago,6/9/97,,,,,,,,,,,,
Conway Twitty,Ain't It Sad To Stand And Watch Love Die,1968,,,,,,,,,,,,
Conway Twitty,Ain't She Something Else,1999,,,,,,,,,,,,
Conway Twitty,All I Can Be Is A Sweet Memory,1985,,,,,,,,,,,,
Conway Twitty,Almighty Power,1975,,,,,,,,,,,,
Conway Twitty,An Old Memory Like Me,1993,,,,,,,,,,,,
Conway Twitty,At Least One Time,1976,,,,,,,,,,,,
Conway Twitty,Baby I'm-a Want You,1985,,,,,,,,,,,,
Conway Twitty,Back Street Affair,1970,,,,,,,,,,,,
Conway Twitty,Back When Judy Loved Me,4/1/72,,,,,,,,,,,,
Conway Twitty,Bad Seed My Daddy Sowed,1974,,,,,,,,,,,,
Conway Twitty,Ballad Of Forty Dollars,7/17/69,,,,,,,,,,,,
Conway Twitty,Be Proud Of Your Man,1/12/70,,,,,,,,,,,,
Conway Twitty,Before I'll Set Her Free,1966,,,,,,,,,,,,
Conway Twitty,Before Your Time,1974,,,,,,,,,,,,
Conway Twitty,Between Blue Eyes And Jeans,2001,,,,,,,,,,,,
Conway Twitty,Boogie Grass Band,1978,,,,,,,,,,,,
Conway Twitty,Bring It On Home To Your Woman,1973,,,,,,,,,,,,
Conway Twitty,Burn Georgia Burn,1982,,,,,,,,,,,,
Conway Twitty,But I Dropped It,1967,,,,,,,,,,,,
Conway Twitty,Call It What You Want To,1984,,,,,,,,,,,,
Conway Twitty,Child With Child,1989,,,,,,,,,,,,
Conway Twitty,Close Enough To Love,1982,,,,,,,,,,,,
Conway Twitty,Comfy 'N Cozy,1964,,,,,,,,,,,,
Conway Twitty,Cry Baby Heart,9/27/94,,,,,,,,,,,,
Conway Twitty,D-I-V-O-R-C-E,1968,,,,,,,,,,,,
Conway Twitty,Darling Days,1970,,,,,,,,,,,,
Conway Twitty,"Darling, You Know I Wouldn't Lie",7/17/69,,,,,,,,,,,,
Conway Twitty,Did We Have To Come This Far,1979,,,,,,,,,,,,
Conway Twitty,Dim Lonely Places,1973,,,,,,,,,,,,
Conway Twitty,Donna's Dream,6/9/97,,,,,,,,,,,,
Conway Twitty,Don't Call Him A Cowboy,2001,,,,,,,,,,,,
Conway Twitty,Don't Cry Joni,6/26/01,,,,,,,,,,,,
Conway Twitty,Don't It Make You Lonely,1993,,,,,,,,,,,,
Conway Twitty,Don't Let It Go To Your Heart,1974,,,,,,,,,,,,
Conway Twitty,Don't You Believe Her,1966,,,,,,,,,,,,
Conway Twitty,Easy To Fall In Love,6/9/97,,,,,,,,,,,,
Conway Twitty,Every Time I Think It's Over,1991,,,,,,,,,,,,
Conway Twitty,Except For You,2/5/08,,,,,,,,,,,,
Conway Twitty,Fallin' For You For Years,1986,,,,,,,,,,,,
Conway Twitty,Fifteen To Forty-Three,1987,,,,,,,,,,,,
Conway Twitty,Fit To Be Tied Down,1990,,,,,,,,,,,,
Conway Twitty,Heart's Breakin' All Over Town,1990,,,,,,,,,,,,
Conway Twitty,Heavy Tears,10/3/79,,,,,,,,,,,,
Conway Twitty,Hey Little Lucy! (Don'tcha Put No Lipstick On),6/9/97,,,,,,,,,,,,
Conway Twitty,Hold To My Unchanging Love,4/1/72,,,,,,,,,,,,
Conway Twitty,I Can Hear My Heart Break,1961,,,,,,,,,,,,
Counting Crows,40 Years,1995,,,,,,,,,,,,
Counting Crows,A Good Year For The Roses,1994,,,,,,,,,,,,
Counting Crows,Blues Run The Game,6/17/02,,,,,,,,,,,,
Counting Crows,Butterfly In Reverse,7/9/02,,,,,,,,,,,,
Counting Crows,Carriage,2012,,,,,,,,,,,,
Counting Crows,Chelsea,7/14/98,,,,,,,,,,,,
Counting Crows,Insignificant,3/25/08,,,,,,,,,,,,
Counting Crows,Mercury,2012,,,,,,,,,,,,
Counting Crows,Palisades Park,11/23/03,,,,,,,,,,,,
Counting Crows,Perfect Blue Buildings,2007,,,,,,,,,,,,
Counting Crows,She Don't Want Nobody Near,2/23/04,,,,,,,,,,,,
Counting Crows,The Ballad Of El Goodo,2012,,,,,,,,,,,,
Counting Crows,The Ghost In You,1999,,,,,,,,,,,,
Counting Crows,When I Dream Of Michelangelo,7/22/08,,,,,,,,,,,,
Creedence Clearwater Revival,Bad Moon Rising,2005,,,,,,,,,,,,
Creedence Clearwater Revival,I Heard It Through The Grapevine,2008,,,,,,,,,,,,
Creedence Clearwater Revival,Keep On Chooglin',5/12/14,,,,,,,,,,,,
Creedence Clearwater Revival,Molina,2006,,,,,,,,,,,,
Creedence Clearwater Revival,Pagan Baby,,,,,,,,,,,,,
Creedence Clearwater Revival,Proud Mary,2005,,,,,,,,,,,,
Creedence Clearwater Revival,Ramble Tamble,6/22/09,,,,,,,,,,,,
Creedence Clearwater Revival,Sailor's Lament,1997,,,,,,,,,,,,
Crowded House,English Trees,11/5/07,,,,,,,,,,,,
Crowded House,It's Only Natural,5/22/00,,,,,,,,,,,,
Crowded House,Mansion In The Slums,11/4/16,,,,,,,,,,,,
Crowded House,Not The Girl You Think You Are,1996-11,,,,,,,,,,,,
Crowded House,Pour Le Monde,12/9/07,,,,,,,,,,,,
Crowded House,Sacred Cow,1999-05,,,,,,,,,,,,
Crowded House,Skin Feeling,1998,,,,,,,,,,,,
Crowded House,Tall Trees,2000,,,,,,,,,,,,
Crowded House,That's What I Call Love,11/4/16,,,,,,,,,,,,
Crowded House,Whispers And Moans,1994,,,,,,,,,,,,
Crowded House,World Where You Live,11/4/16,,,,,,,,,,,,
Crowded House,You Are The One To Make Me Cry,12/9/07,,,,,,,,,,,,
Culture Club,Black Comedy,2001,,,,,,,,,,,,
Culture Club,Boy Boy (I'm The Boy),2013,,,,,,,,,,,,
Culture Club,Cold Shoulder,11/22/99,,,,,,,,,,,,
Culture Club,Confidence Trick,12/2/02,,,,,,,,,,,,
Culture Club,Dangerous Man,1984,,,,,,,,,,,,
Culture Club,Don't Go Down That Street,2003,,,,,,,,,,,,
Culture Club,Fat Cat,11/22/99,,,,,,,,,,,,
Culture Club,How D'ya Keep Your Credibility?,12/2/02,,,,,,,,,,,,
Culture Club,Less Than Perfect,12/2/02,,,,,,,,,,,,
Culture Club,Next 2 You (Demo),12/2/02,,,,,,,,,,,,
Culture Club,Sign Language,11/22/99,,,,,,,,,,,,
Culture Club,Stormkeeper,1983,,,,,,,,,,,,
Culture Club,The Dive,2011,,,,,,,,,,,,
Culture Club,You Know I'm Not Crazy,12/2/02,,,,,,,,,,,,
Cyndi Lauper,Boy Blue,8/28/19,,,,,,,,,,,,
Cyndi Lauper,Calm Inside The Storm,1988,,,,,,,,,,,,
Cyndi Lauper,Fall Into Your Dreams,2009,,,,,,,,,,,,
Cyndi Lauper,Hat Full Of Stars,2009,,,,,,,,,,,,
Cyndi Lauper,Hole In My Heart,1994,,,,,,,,,,,,
Cyndi Lauper,Home On Christmas Day,2003,,,,,,,,,,,,
Cyndi Lauper,Hymn To Love,11/17/03,,,,,,,,,,,,
Cyndi Lauper,I Drove All Night,12/16/08,,,,,,,,,,,,
Cyndi Lauper,I Want A Mom That Will Last Forever,1/30/01,,,,,,,,,,,,
Cyndi Lauper,I'll Kiss You,4/15/16,,,,,,,,,,,,
Cyndi Lauper,Minnie And Santa,7/1/01,,,,,,,,,,,,
Cyndi Lauper,My First Night Without You,1989,,,,,,,,,,,,
Cyndi Lauper,New Year's Baby,2009,,,,,,,,,,,,
Cyndi Lauper,One Track Mind,1986,,,,,,,,,,,,
Cyndi Lauper,Set Your Heart,2/18/09,,,,,,,,,,,,
Cyndi Lauper,She Bop,1988,,,,,,,,,,,,
Cyndi Lauper,What A Thrill,1985,,,,,,,,,,,,
Dan Fogelberg,A Cry In The Forest,10/22/91,,,,,,,,,,,,
Dan Fogelberg,Changing Horses,1974,,,,,,,,,,,,
Dan Fogelberg,False Faces,1977,,,,,,,,,,,,
Dan Fogelberg,Forefathers,1997,,,,,,,,,,,,
Dan Fogelberg,Gone Too Far,1984,,,,,,,,,,,,
Dan Fogelberg,Hearts In Decline,1987,,,,,,,,,,,,
Dan Fogelberg,Holy Road,9/23/93,,,,,,,,,,,,
Dan Fogelberg,Lonely In Love,1988,,,,,,,,,,,,
Dan Fogelberg,Looking For A Lady,1989,,,,,,,,,,,,
Dan Fogelberg,Lost In The Sun,,,,,,,,,,,,,
Dan Fogelberg,Magic Every Moment,1993,,,,,,,,,,,,
Dan Fogelberg,Road Beneath My Wheels,10/22/91,,,,,,,,,,,,
Dan Fogelberg,Serengeti Moon,9/23/93,,,,,,,,,,,,
Dan Fogelberg,Song For A Carpenter,1997,,,,,,,,,,,,
Dan Fogelberg,Sutter's Mill,7/8/03,,,,,,,,,,,,
Dan Fogelberg,The Language Of Love,1986,,,,,,,,,,,,
Dan Fogelberg,The Last Nail,1997,,,,,,,,,,,,
Dan Fogelberg,The Last To Know,2002,,,,,,,,,,,,
Dan Fogelberg,The Spirit Trail,8/14/90,,,,,,,,,,,,
Dan Fogelberg,The Way It Must Be,1987,,,,,,,,,,,,
Dan Fogelberg,The Wild Places,8/14/90,,,,,,,,,,,,
Dan Fogelberg,There's A Place In The World For A Gambler,10/22/91,,,,,,,,,,,,
Dan Fogelberg,Think Of What You've Done,1985,,,,,,,,,,,,
Dave Matthews Band,Broken Things,11/9/12,,,,,,,,,,,,
Dave Matthews Band,Busted Stuff,7/16/02,,,,,,,,,,,,
Dave Matthews Band,Butterfly,7/14/14,,,,,,,,,,,,
Dave Matthews Band,Cornbread,2008,,,,,,,,,,,,
Dave Matthews Band,Dancing Nancies,6/23/97,,,,,,,,,,,,
Dave Matthews Band,Deed Is Done,8/27/10,,,,,,,,,,,,
Dave Matthews Band,Don't Burn The Pig,11/9/17,,,,,,,,,,,,
Dave Matthews Band,Drunken Soldier,6/8/18,,,,,,,,,,,,
Dave Matthews Band,Everybody Wake Up,2006,,,,,,,,,,,,
Dave Matthews Band,Gravedigger,7/25/17,,,,,,,,,,,,
Dave Matthews Band,Halloween,7/14/14,,,,,,,,,,,,
Dave Matthews Band,Help Myself,2006,,,,,,,,,,,,
Dave Matthews Band,I'll Back You Up,3/17/05,,,,,,,,,,,,
Dave Matthews Band,Jimi Thing,11/23/99,,,,,,,,,,,,
Dave Matthews Band,JTR (John The Revalator),8/10/18,,,,,,,,,,,,
Dave Matthews Band,Kit Kat Jam,11/9/17,,,,,,,,,,,,
Dave Matthews Band,Little Thing,2012,,,,,,,,,,,,
Dave Matthews Band,Long Black Veil,7/14/14,,,,,,,,,,,,
Dave Matthews Band,Loving Wings,6/29/04,,,,,,,,,,,,
Dave Matthews Band,Lying In The Hands of God,2009,,,,,,,,,,,,
Dave Matthews Band,Proudest Monkey,6/29/04,,,,,,,,,,,,
Dave Matthews Band,Seek Up,2008,,,,,,,,,,,,
Dave Matthews Band,Sleep To Dream Her,8/8/01,,,,,,,,,,,,
Dave Matthews Band,Some Devil,11/12/13,,,,,,,,,,,,
Dave Matthews Band,Sugar Will,5/10/05,,,,,,,,,,,,
Dave Matthews Band,Sweet Up And Down,2009,,,,,,,,,,,,
Dave Matthews Band,The Idea Of You,12/7/18,,,,,,,,,,,,
Dave Matthews Band,Typical Situation,3/2/94,,,,,,,,,,,,
Dave Matthews Band,What You Are,,,,,,,,,,,,,
David Allan Coe,A Sense Of Humor,6/28/94,,,,,,,,,,,,
David Allan Coe,Ain't It Funny The Way Love Can Do Ya,9/12/14,,,,,,,,,,,,
David Allan Coe,Back To Atlanta,5/2/95,,,,,,,,,,,,
David Allan Coe,Bright Morning Light,9/12/14,,,,,,,,,,,,
David Allan Coe,"Dakota The Dancing Bear, Pt. 2",6/28/94,,,,,,,,,,,,
David Allan Coe,Family Album,5/2/95,,,,,,,,,,,,
David Allan Coe,Free My Mind,2003,,,,,,,,,,,,
David Allan Coe,I Could Never Give You Up (for Someone Else),5/2/95,,,,,,,,,,,,
David Allan Coe,Jody Like A Melody,1975-06,,,,,,,,,,,,
David Allan Coe,"Love's Cheatin' Line, (She Finally Crossed Over)",1978-12,,,,,,,,,,,,
David Allan Coe,"Pick Em, Lick Em' Stick Em",1982,,,,,,,,,,,,
David Allan Coe,Ride 'em Cowboy,2002,,,,,,,,,,,,
David Allan Coe,Rock And Roll Holiday,1976-03,,,,,,,,,,,,
David Allan Coe,San Francisco Mabel Joy,5/2/95,,,,,,,,,,,,
David Allan Coe,Shackles And Chains,1978,,,,,,,,,,,,
David Allan Coe,Storms Never Last,2003,,,,,,,,,,,,
David Allan Coe,Suicide,1978-12,,,,,,,,,,,,
David Allan Coe,Texas Lullaby,6/28/94,,,,,,,,,,,,
David Allan Coe,This Bottle (In My Hand),5/2/95,,,,,,,,,,,,
David Allan Coe,When She's Got Me (Where She Wants Me),10/2/15,,,,,,,,,,,,
David Allan Coe,Would You Lay With Me,2007,,,,,,,,,,,,
David Allan Coe,Young Dallas Cowboy,6/28/94,,,,,,,,,,,,
David Bowie,As The World Falls Down,3/5/07,,,,,,,,,,,,
David Bowie,Bring Me The Disco King,11/4/03,,,,,,,,,,,,
David Bowie,Cactus,11/19/02,,,,,,,,,,,,
David Bowie,China Girl,6/8/10,,,,,,,,,,,,
David Bowie,Conversation Piece,1990,,,,,,,,,,,,
David Bowie,Criminal World,10/12/18,,,,,,,,,,,,
David Bowie,Cygnet Committee,1984,,,,,,,,,,,,
David Bowie,Day In Day Out,1987,,,,,,,,,,,,
David Bowie,Dead Against It,1993,,,,,,,,,,,,
David Bowie,Dead Man Walking,6/11/96,,,,,,,,,,,,
David Bowie,Did You Ever Have A Dream,1/25/10,,,,,,,,,,,,
David Bowie,Dirty Boys,2013,,,,,,,,,,,,
David Bowie,Drive-in Saturday,2000,,,,,,,,,,,,
David Bowie,Everyone Says 'hi',2002,,,,,,,,,,,,
David Bowie,Future Legend,1999,,,,,,,,,,,,
David Bowie,Gospel According To Tony Day,1/25/10,,,,,,,,,,,,
David Bowie,I Dig Everything,2002,,,,,,,,,,,,
David Bowie,I Feel Free,8/7/03,,,,,,,,,,,,
David Bowie,I Keep Forgetting,10/12/18,,,,,,,,,,,,
David Bowie,I Took A Trip On A Gemini Spaceship,2002,,,,,,,,,,,,
David Bowie,I Would Be Your Slave,12/10/02,,,,,,,,,,,,
David Bowie,If You Can See Me,2013,,,,,,,,,,,,
David Bowie,I'm Deranged,6/5/97,,,,,,,,,,,,
David Bowie,I'm Not Losing Sleep,1988,,,,,,,,,,,,
David Bowie,In The Heat Of The Morning,1/25/10,,,,,,,,,,,,
David Bowie,It Ain't Easy,1972,,,,,,,,,,,,
David Bowie,Kooks,2010,,,,,,,,,,,,
David Bowie,Lady Grinning Soul,1973-04,,,,,,,,,,,,
David Bowie,Lady Stardust,6/11/97,,,,,,,,,,,,
David Bowie,Leon Takes Us Outside,2012,,,,,,,,,,,,
David Bowie,Let's Dance,11/8/10,,,,,,,,,,,,
David Bowie,Letter To Hermione,11/14/69,,,,,,,,,,,,
David Bowie,Life Is A Circus,1989,,,,,,,,,,,,
David Bowie,Life On Mars?,2000,,,,,,,,,,,,
David Bowie,Little Bombadier,1993,,,,,,,,,,,,
David Bowie,Little Toy Soldier,1997,,,,,,,,,,,,
David Bowie,Liza Jane,1992,,,,,,,,,,,,
David Bowie,London Boys,1976,,,,,,,,,,,,
David Bowie,Love Is Lost,2013,,,,,,,,,,,,
David Bowie,Love You Till Tuesday,1992,,,,,,,,,,,,
David Bowie,Loving The Alien,2007,,,,,,,,,,,,
David Guetta,Delirious,6/9/08,,,,,,,,,,,,
David Guetta,Tomorrow Can Wait,10/3/08,,,,,,,,,,,,
David Guetta,Toy Story,8/26/11,,,,,,,,,,,,
David Guetta,When Love Takes Over,2009,,,,,,,,,,,,
David Guetta,Where Them Girls At,9/12/11,,,,,,,,,,,,
David Pomeranz,Christmas Star,11/17/00,,,,,,,,,,,,
David Pomeranz,It's In Everyone Of Us,6/12/12,,,,,,,,,,,,
David Pomeranz,Over And Over Again,4/10/12,,,,,,,,,,,,
David Pomeranz,Tryin' To Get The Feeling Again,2/16/15,,,,,,,,,,,,
Dean Martin,A Winter Romance,2012,,,,,,,,,,,,
Dean Martin,About A Quarter To Nine,8/15/00,,,,,,,,,,,,
Dean Martin,Alabamy Bound,7/2/91,,,,,,,,,,,,
Dean Martin,All I Have To Give You,5/22/06,,,,,,,,,,,,
Dean Martin,Almost Like Being In Love,2/12/02,,,,,,,,,,,,
Dean Martin,Angel Baby,5/20/16,,,,,,,,,,,,
Dean Martin,Any Time,3/8/66,,,,,,,,,,,,
Dean Martin,Anything You Can Do,8/15/00,,,,,,,,,,,,
Dean Martin,April In Paris,1972,,,,,,,,,,,,
Dean Martin,Artists And Models (feat. Jerry Lewis),1997,,,,,,,,,,,,
Dean Martin,As You Are,2006,,,,,,,,,,,,
Dean Martin,Baby-o,10/14/14,,,,,,,,,,,,
Dean Martin,Be An Angel,10/11/65,,,,,,,,,,,,
Dean Martin,Be Honest With Me,9/5/04,,,,,,,,,,,,
Dean Martin,Beau James,7/7/09,,,,,,,,,,,,
Dean Martin,Because You're Mine,1998,,,,,,,,,,,,
Dean Martin,Bet-I-Cha,2002,,,,,,,,,,,,
Dean Martin,Blue Smoke (Kohu-Auwahi),2/22/11,,,,,,,,,,,,
Dean Martin,Brahms Lullaby,1998,,,,,,,,,,,,
Dean Martin,Bumming Around,2000,,,,,,,,,,,,
Dean Martin,Buttercup A Golden Hair,4/29/98,,,,,,,,,,,,
Dean Martin,Canadian Sunset,1993,,,,,,,,,,,,
Dean Martin,Candy Kisses,6/14/99,,,,,,,,,,,,
Dean Martin,Carolina Moon,2009,,,,,,,,,,,,
Dean Martin,C'est Si Bon,1972,,,,,,,,,,,,
Dean Martin,Cha-Cha-Cha D'amour,3/5/05,,,,,,,,,,,,
Dean Martin,Chee-Chee Oo Chee (Sang The Little Bird),7/7/09,,,,,,,,,,,,
Dean Martin,Come Back To Sorrento (Torna A Surrento),2016,,,,,,,,,,,,
Dean Martin,Crying Time,,,,,,,,,,,,,
Dean Martin,Darling Je Vous Aime Beaucoup,2001,,,,,,,,,,,,
Dean Martin,Detroit City,1999,,,,,,,,,,,,
Dean Martin,Don't Let The Stars Get In Your Eyes,2001,,,,,,,,,,,,
Dean Martin,Don't You Remember,10/27/10,,,,,,,,,,,,
Dean Martin,Down Home,2001,,,,,,,,,,,,
Dean Martin,Dreamy Old New England Moon,10/7/08,,,,,,,,,,,,
Dean Martin,Hit The Road To Dreamland,1970,,,,,,,,,,,,
Dean Martin,Houston,1965,,,,,,,,,,,,
Dean Martin,I Know I Can't Forget,2005,,,,,,,,,,,,
Dean Martin,I Love Paris,2013,,,,,,,,,,,,
Dean Martin,I Never Had A Chance,4/29/98,,,,,,,,,,,,
Dean Martin,I Still Get A Thrill,2005,,,,,,,,,,,,
Dean Martin,I Take Alot Of Pride In What I Am,10/14/14,,,,,,,,,,,,
Dean Martin,I Will,1997,,,,,,,,,,,,
Dean Martin,It's A Good Day,2/12/02,,,,,,,,,,,,
Dean Martin,It's Easy To Remember,9/22/92,,,,,,,,,,,,
Dean Martin,June In January,2004,,,,,,,,,,,,
Dean Martin,Let Me Love You Tonight,1999,,,,,,,,,,,,
Dean Martin,Little Did We Know,3/7/66,,,,,,,,,,,,
Death,Defensive Personalities,11/20/12,,,,,,,,,,,,
Death,Nothing Is Everything,10/25/11,,,,,,,,,,,,
Death,Open Casket,2000,,,,,,,,,,,,
Death,Pull The Plug,2005,,,,,,,,,,,,
Death,Regurgitated Guts,5/20/16,,,,,,,,,,,,
Death,Sacred Serenity,1995,,,,,,,,,,,,
Death,Scream Bloody Gore,5/20/16,,,,,,,,,,,,
Death,Spirit Crusher,2/15/11,,,,,,,,,,,,
Death,Story To Tell,2000,,,,,,,,,,,,
Deep Purple,Anya,2013,,,,,,,,,,,,
Deep Purple,Bad Attitude,2004,,,,,,,,,,,,
Deep Purple,Bird Has Flown,7/28/14,,,,,,,,,,,,
Deep Purple,Black Night,1992,,,,,,,,,,,,
Deep Purple,Call Of The Wild,,,,,,,,,,,,,
Deep Purple,Child In Time,1979,,,,,,,,,,,,
Deep Purple,Clearly Quite Absurd,2005,,,,,,,,,,,,
Deep Purple,Demon's Eye,10/29/10,,,,,,,,,,,,
Deep Purple,Fire Ice And Dynamite,1999,,,,,,,,,,,,
Deep Purple,Gettin' Tighter,2/10/89,,,,,,,,,,,,
Deep Purple,Girls Like That,2005,,,,,,,,,,,,
Deep Purple,Hard Lovin' Man,10/8/14,,,,,,,,,,,,
Deep Purple,Hard Lovin' Woman,2000,,,,,,,,,,,,
Deep Purple,Hell To Pay,2013,,,,,,,,,,,,
Deep Purple,I'm Alone,2003,,,,,,,,,,,,
Deep Purple,Junkyard Blues,2005,,,,,,,,,,,,
Deep Purple,King Of Dreams,1991,,,,,,,,,,,,
Deep Purple,Kneel And Pray,9/28/06,,,,,,,,,,,,
Deep Purple,Knocking At Your Back Door,10/15/12,,,,,,,,,,,,
Deep Purple,Lay Down Stay Down,9/3/07,,,,,,,,,,,,
Deep Purple,Mad Dog,,,,,,,,,,,,,
Deep Purple,Not Responsible,1999,,,,,,,,,,,,
Deep Purple,One Man's Meat,9/6/04,,,,,,,,,,,,
Deep Purple,One More Rainy Day,2/19/14,,,,,,,,,,,,
Deep Purple,Our Lady,,,,,,,,,,,,,
Deep Purple,Painted Horse,1999,,,,,,,,,,,,
Deep Purple,Pictured Within,2008,,,,,,,,,,,,
Deep Purple,Second Movement: Andante,2002,,,,,,,,,,,,
Deep Purple,Smooth Dancer,6/25/08,,,,,,,,,,,,
Deep Purple,Strange Kind Of Woman,,,,,,,,,,,,,
Deep Purple,Sun Goes Down,3/21/05,,,,,,,,,,,,
Deep Purple,The Battle Rages On,6/24/08,,,,,,,,,,,,
Deep Purple,The Orange Juice Song,3/14/00,,,,,,,,,,,,
Deep Purple,The Spanish Archer,1997,,,,,,,,,,,,
Deep Purple,Wicked Ways,2009,,,,,,,,,,,,
Deep Purple,You Keep On Moving,2001,,,,,,,,,,,,
Def Leppard,Action! Not Words,1/20/83,,,,,,,,,,,,
Def Leppard,Another Hit And Run,2004,,,,,,,,,,,,
Def Leppard,Blood Runs Cold,5/14/96,,,,,,,,,,,,
Def Leppard,Fractured Love,6/21/19,,,,,,,,,,,,
Def Leppard,Lady Strange,11/26/89,,,,,,,,,,,,
Def Leppard,Love And Affection,10/22/13,,,,,,,,,,,,
Def Leppard,Make Love Like A Man,2004,,,,,,,,,,,,
Def Leppard,"Mirror, Mirror (Look Into My Eyes)",7/11/81,,,,,,,,,,,,
Def Leppard,Move With Me Slowly,2/11/14,,,,,,,,,,,,
Def Leppard,Pearl Of Euphoria,2/11/14,,,,,,,,,,,,
Def Leppard,Personal Property,6/21/19,,,,,,,,,,,,
Def Leppard,Rock Brigade,2004,,,,,,,,,,,,
Def Leppard,Rock! Rock! Till You Drop,11/18/96,,,,,,,,,,,,
Def Leppard,Rocket,1993,,,,,,,,,,,,
Def Leppard,She's Too Tough,6/21/19,,,,,,,,,,,,
Def Leppard,When Saturday Comes,6/21/19,,,,,,,,,,,,
Def Leppard,You're So Beautiful,2004,,,,,,,,,,,,
Demi Lovato,Everything You're Not,10/12/11,,,,,,,,,,,,
Demi Lovato,Stop The World,10/12/11,,,,,,,,,,,,
Demi Lovato,Two Worlds Collide,2/18/09,,,,,,,,,,,,
Demi Lovato,Who Will I Be,2008,,,,,,,,,,,,
Demi Lovato,World Of Chances,10/12/11,,,,,,,,,,,,
Depeche Mode,All That's Mine,2013-05,,,,,,,,,,,,
Depeche Mode,And Then...,1990,,,,,,,,,,,,
